"y(x), created by Plot Digitizer, 2.4.1"
"Date: 6/17/11, 3:34:58 PM"


15
x,y
1.79374E-1,9.88369E-1
4.77849E-1,1.01519E+0
9.86938E-1,1.00136E+0
1.98865E+0,9.94975E-1
3.98381E+0,9.94617E-1
1.86917E-1,4.75624E-1
4.84086E-1,5.91159E-1
9.84028E-1,6.50063E-1
1.98519E+0,6.80936E-1
3.97998E+0,7.05416E-1
1.86238E-1,5.21753E-1
4.86383E-1,4.35029E-1
9.96333E-1,3.62648E-1
1.99854E+0,3.22552E-1
3.98596E+0,2.99124E-1
